cvss_base_score,exploitability_score,impact_score,asset_criticality,network_exposure,exploit_available,days_since_published,device_type,mitre_attack_technique_count,risk_priority
7.3,8.2,2.5,high,0.41,0,1778,ids,11,2
9.7,7.5,8.8,high,0.92,1,1975,server,2,4
8.3,7.1,9.0,critical,0.29,1,475,firewall,8,4
9.0,6.1,3.9,critical,0.9,0,1299,ids,4,3
2.6,8.2,5.5,critical,0.43,0,1928,ids,4,2
7.6,8.2,8.0,high,0.62,1,909,ids,8,4
6.7,10.0,4.4,low,0.29,0,1732,server,9,3
6.1,2.9,9.4,low,0.98,0,815,workstation,8,3
9.8,1.6,5.5,medium,0.48,0,1233,ids,2,3
9.8,7.0,1.5,critical,0.11,1,263,firewall,2,3
2.6,3.1,9.4,low,0.72,1,923,server,2,2
2.2,4.9,5.2,high,0.71,1,384,workstation,0,2
6.4,8.4,9.9,critical,1.0,1,306,workstation,12,4
4.4,6.1,8.6,low,0.39,0,564,ids,4,2
6.8,1.6,4.9,high,0.59,1,1181,server,6,3
4.6,1.3,2.2,critical,0.21,1,139,printer,0,1
7.3,7.0,5.5,medium,0.48,0,1070,printer,8,3
3.6,8.6,6.1,medium,0.49,1,1140,ids,8,3
7.1,1.4,2.7,critical,0.3,0,1428,firewall,0,2
5.9,3.2,7.7,medium,0.43,0,403,printer,4,2
3.5,3.7,9.6,high,0.36,0,879,firewall,11,2
7.5,3.6,3.8,low,0.39,1,1043,ids,9,3
10.0,9.2,9.7,low,0.65,0,753,server,4,4
8.9,2.0,2.7,high,0.9,0,295,ids,11,3
7.8,6.8,8.8,critical,0.56,1,959,firewall,2,4
8.3,1.9,6.3,high,0.48,0,400,printer,5,2
3.7,8.7,5.8,low,0.26,1,1814,workstation,7,2
2.5,3.5,3.7,critical,0.26,1,1896,workstation,3,1
3.8,1.5,7.7,low,0.75,1,1278,workstation,5,2
9.1,9.3,8.7,high,0.62,0,784,firewall,7,4
4.8,2.0,4.4,medium,0.38,0,999,server,3,1
2.8,7.5,7.3,critical,0.21,0,921,ids,5,2
3.6,7.6,8.4,medium,0.93,1,1694,printer,12,3
9.1,7.6,6.6,critical,0.36,0,1439,printer,12,3
3.5,9.3,8.6,low,0.92,0,1221,firewall,2,3
2.6,5.8,5.7,low,0.49,0,747,server,5,2
7.4,2.1,7.6,medium,0.5,0,1170,server,5,2
5.0,5.8,9.3,low,0.75,0,1458,ids,1,3
8.5,8.8,9.4,high,0.33,1,185,firewall,0,4
7.3,6.6,6.2,low,0.36,0,1843,server,0,3
8.7,8.6,8.6,low,0.58,1,1390,printer,7,4
8.0,2.1,5.4,low,0.75,0,229,firewall,0,3
3.4,9.1,9.7,critical,0.39,0,357,firewall,2,2
9.5,5.0,4.4,medium,0.99,1,1259,server,10,4
4.9,4.4,5.3,critical,0.64,0,1461,ids,7,2
7.4,4.3,2.2,medium,0.5,1,1984,workstation,7,3
6.7,2.8,6.8,high,0.38,1,948,workstation,9,3
3.6,7.2,3.5,high,0.65,1,1861,printer,10,2
3.6,7.6,7.1,low,0.19,1,12,firewall,7,2
2.2,7.2,1.9,critical,0.32,0,842,workstation,9,1
6.2,9.9,1.4,critical,0.59,0,1430,ids,10,2
2.8,5.8,1.2,low,0.6,0,1884,workstation,9,1
9.9,9.1,8.6,medium,0.86,1,1670,ids,6,4
5.8,8.0,8.2,high,0.37,0,1903,ids,10,3
5.2,2.3,8.0,critical,0.21,0,1056,workstation,7,2
5.0,5.8,7.4,critical,0.77,0,1924,printer,11,3
2.1,2.3,5.7,high,0.74,0,864,server,9,1
3.6,5.6,5.9,critical,0.16,0,48,workstation,6,2
3.1,1.5,3.0,low,0.93,1,54,ids,2,2
7.4,7.6,7.5,medium,0.54,0,734,printer,4,3
9.5,6.2,5.7,high,0.77,1,1207,ids,8,4
3.2,7.9,5.5,critical,0.1,0,425,ids,3,2
8.9,8.6,9.0,critical,0.77,1,1172,server,5,4
6.4,8.7,3.8,high,0.92,1,1398,firewall,1,3
8.1,6.4,1.1,high,0.76,1,1227,printer,4,3
8.9,6.1,4.9,critical,0.38,0,956,printer,1,3
8.8,3.5,6.9,high,0.25,0,647,ids,4,3
7.8,4.7,7.8,medium,0.99,0,1704,server,11,3
3.7,2.4,7.3,low,0.11,1,1097,printer,8,2
2.0,3.9,5.1,high,0.91,1,546,workstation,7,2
4.4,6.7,2.6,low,0.55,0,1253,workstation,8,2
8.5,1.9,6.3,medium,0.16,1,1326,workstation,12,3
9.1,1.3,4.7,critical,0.9,1,1243,ids,2,3
8.1,5.7,7.8,high,0.48,1,1776,printer,4,3
7.3,7.1,1.0,critical,0.16,1,1747,server,3,2
4.3,3.5,3.8,high,0.82,1,496,firewall,6,2
3.2,9.7,5.8,critical,0.48,0,285,server,1,2
4.9,3.3,2.7,critical,0.44,1,437,ids,4,2
6.7,3.7,6.1,low,0.59,1,1922,server,7,3
2.6,6.0,8.8,low,0.65,1,774,server,9,3
8.4,9.1,7.9,medium,0.8,1,1772,server,12,4
9.4,5.9,8.4,critical,0.3,1,1413,workstation,12,4
9.5,8.1,1.4,low,0.58,1,1060,printer,3,3
5.9,3.8,6.7,critical,0.83,0,1914,ids,1,3
7.4,6.7,5.9,medium,0.36,0,1016,firewall,2,3
5.3,2.5,3.4,critical,0.76,0,1839,ids,9,2
5.5,2.7,5.0,critical,0.44,1,1303,ids,10,2
10.0,6.9,3.1,medium,0.68,1,926,workstation,6,4
6.7,9.0,8.7,critical,0.3,1,144,firewall,5,3
7.8,8.6,4.7,medium,0.19,1,1978,printer,12,3
6.1,5.3,8.3,high,0.41,1,97,ids,10,3
8.8,3.6,7.2,low,0.27,0,1509,ids,11,3
5.7,5.5,9.8,low,0.12,0,1613,firewall,11,2
8.2,2.8,1.4,medium,0.79,1,1021,firewall,1,3
7.8,7.8,5.6,low,0.65,1,692,firewall,1,4
7.9,8.6,9.3,medium,0.58,0,772,workstation,0,3
3.9,2.7,9.0,low,0.21,1,182,firewall,1,2
9.8,2.0,2.0,medium,0.86,1,1970,workstation,10,3
2.2,8.8,8.3,critical,0.22,0,1817,workstation,7,2
2.8,6.0,3.5,high,0.12,0,1799,firewall,8,1
3.8,9.1,5.6,high,0.84,0,1994,printer,1,3
5.1,6.8,5.7,high,0.79,1,939,workstation,7,3
4.7,6.8,3.3,high,0.3,1,1446,workstation,3,2
7.0,7.4,1.2,medium,0.17,1,539,ids,1,2
3.6,1.5,7.8,low,0.61,0,1918,server,11,2
9.4,5.8,9.1,high,0.52,1,520,ids,0,4
4.8,9.0,1.2,low,0.81,0,1017,firewall,1,2
5.0,4.6,8.3,critical,0.3,0,1943,workstation,8,2
2.0,5.3,1.5,critical,0.92,1,334,ids,3,2
2.6,7.7,8.6,medium,0.28,0,1846,ids,12,2
9.5,8.6,3.3,low,0.85,1,454,workstation,12,4
4.4,9.1,7.2,high,0.24,0,1824,workstation,6,2
3.7,3.7,5.9,high,0.11,1,346,printer,10,2
4.0,3.7,8.2,low,0.73,0,1551,ids,4,2
7.6,1.0,10.0,low,0.16,1,219,workstation,0,3
4.9,7.5,8.4,critical,0.29,0,923,server,3,2
7.3,1.1,3.5,low,0.36,0,674,workstation,6,2
4.4,2.3,4.5,low,0.85,1,332,firewall,6,2
3.6,8.5,3.1,medium,0.49,0,777,firewall,1,2
9.2,5.3,8.8,low,0.97,1,394,server,0,4
2.3,1.0,9.3,high,0.58,1,1468,workstation,5,2
6.8,6.6,2.1,medium,0.57,1,676,ids,1,3
8.0,7.9,9.6,high,0.27,0,118,server,4,3
4.1,7.3,8.0,medium,0.38,1,1725,server,10,3
2.6,2.3,1.6,medium,0.51,0,708,firewall,4,1
3.5,5.2,6.2,low,0.53,1,905,workstation,2,2
4.9,9.0,8.4,medium,0.88,0,1053,printer,8,3
7.2,8.9,5.2,critical,0.76,0,659,printer,7,3
5.5,6.8,4.1,critical,0.88,0,680,server,5,3
9.3,4.6,9.0,low,0.14,0,1159,server,2,3
8.8,1.9,2.9,critical,0.19,1,482,firewall,5,2
5.0,4.3,6.4,medium,0.43,1,638,firewall,5,3
5.4,4.7,7.3,high,0.96,1,1433,workstation,6,3
9.5,5.8,6.5,medium,0.68,0,78,workstation,11,3
6.4,6.4,9.3,critical,0.68,1,1968,ids,3,4
5.0,8.7,4.7,critical,0.13,0,1388,workstation,6,2
2.7,8.6,9.2,high,0.8,1,1094,workstation,7,3
6.0,9.0,2.2,medium,0.99,1,287,printer,5,3
3.4,5.7,2.2,critical,0.95,1,878,workstation,12,2
6.5,8.5,6.3,low,0.59,0,1491,ids,10,3
3.0,1.8,6.5,low,0.58,1,65,workstation,12,2
8.0,5.7,3.7,low,0.47,1,1113,workstation,7,3
3.5,7.1,8.3,medium,0.87,0,1085,server,10,3
7.0,2.9,1.1,critical,0.87,1,1523,firewall,5,3
2.9,8.4,1.5,high,0.56,0,1505,workstation,2,2
2.0,9.5,1.4,high,0.57,1,989,firewall,3,2
3.5,5.2,2.6,critical,0.4,1,651,firewall,11,2
9.2,4.0,5.2,high,0.93,0,1381,server,6,3
4.5,8.6,1.5,medium,0.64,0,565,workstation,11,2
5.7,9.9,3.2,high,0.37,0,304,printer,6,2
2.9,9.8,5.9,medium,0.13,0,1847,server,6,2
6.1,8.8,8.0,low,0.18,1,379,ids,1,3
8.8,1.0,6.2,medium,0.62,1,1434,printer,5,3
6.0,9.7,7.7,low,0.31,1,877,firewall,8,3
3.6,3.8,6.7,medium,0.36,0,649,server,11,2
9.4,1.7,9.7,low,0.46,0,1991,ids,7,3
8.3,3.1,2.4,low,0.68,0,1726,printer,0,2
3.4,4.5,7.3,low,0.76,0,1307,ids,5,2
9.5,7.7,8.7,medium,0.78,1,474,server,6,4
