cvss_base_score,exploitability_score,impact_score,asset_criticality,network_exposure,exploit_available,days_since_published,device_type,mitre_attack_technique_count,risk_priority
3.7,6.5,8.5,critical,0.98,1,1503,server,0,3
7.1,9.7,10.0,medium,0.98,0,1978,workstation,3,4
8.8,1.1,2.7,critical,0.72,1,1135,workstation,1,3
2.2,1.3,9.2,low,0.81,0,1654,workstation,12,2
4.0,1.1,2.6,medium,0.77,1,1258,ids,2,2
2.1,8.9,5.6,high,0.84,0,1365,firewall,7,2
5.5,9.5,6.2,low,0.34,0,311,firewall,7,3
8.7,7.0,4.7,critical,0.26,1,734,firewall,9,3
6.8,2.6,7.4,low,0.27,1,1964,server,0,3
5.3,5.4,9.2,critical,0.28,1,991,ids,4,3
5.6,8.1,9.9,high,0.24,0,664,firewall,8,3
3.5,1.1,2.6,low,0.52,1,1485,printer,1,2
6.8,9.1,6.9,high,0.67,0,77,workstation,6,3
6.3,2.3,3.6,critical,0.66,1,1480,firewall,0,3
7.1,6.8,2.3,high,0.28,0,1099,server,9,2
8.9,2.1,1.8,high,0.76,0,1084,workstation,9,2
4.8,1.5,9.1,high,0.49,1,1885,firewall,11,3
6.3,3.8,2.5,high,0.78,1,1341,server,4,3
9.4,1.3,9.7,critical,0.18,0,148,ids,12,3
4.0,2.9,8.3,medium,0.51,0,629,printer,8,2
8.3,1.3,1.5,medium,0.13,1,108,printer,3,2
2.6,5.0,1.4,medium,0.38,1,715,server,7,2
8.5,1.3,6.3,critical,0.67,1,1233,printer,11,3
2.7,5.0,3.7,medium,0.22,1,113,ids,7,2
3.6,4.9,9.0,high,0.38,1,1029,server,5,2
5.1,9.7,3.9,critical,0.69,0,1497,workstation,0,3
7.0,3.5,1.5,medium,0.52,0,110,workstation,0,2
4.7,6.1,9.0,high,0.19,1,1624,workstation,0,3
5.0,5.6,4.9,high,0.46,0,1583,workstation,10,2
6.4,5.4,2.3,medium,0.66,0,1207,workstation,9,2
6.4,9.1,7.8,critical,0.47,1,969,workstation,2,3
6.6,9.2,7.2,critical,0.65,0,1963,firewall,0,3
3.0,4.4,6.4,critical,0.31,0,1393,firewall,12,1
7.3,8.2,1.8,critical,0.29,1,1867,ids,12,3
5.0,5.0,7.8,high,0.77,1,1623,printer,10,3
9.5,6.7,3.1,low,0.63,0,1246,ids,11,3
2.4,8.1,3.4,medium,0.61,0,835,ids,6,2
6.7,9.4,2.0,critical,0.39,0,234,workstation,11,2
7.1,7.9,3.8,high,0.37,0,1440,firewall,4,2
6.8,5.0,3.8,high,0.87,0,1831,printer,12,3
7.0,7.2,4.5,medium,0.69,0,515,printer,5,3
4.2,7.4,6.3,low,0.23,1,820,server,4,2
8.0,2.4,9.3,high,0.39,1,138,server,9,3
6.0,8.6,1.8,medium,0.61,1,115,server,5,3
7.5,9.1,5.9,high,0.19,1,1972,firewall,0,3
2.2,6.6,5.1,low,0.18,1,1872,workstation,3,2
8.8,7.4,8.2,low,0.89,1,526,firewall,5,4
5.8,2.8,1.5,critical,0.44,0,7,server,8,2
9.3,1.9,8.5,critical,0.27,0,397,workstation,6,3
2.4,9.0,6.0,high,0.28,0,1312,workstation,12,2
7.2,9.2,9.0,high,0.21,1,1535,ids,0,3
6.8,3.4,8.4,critical,0.86,1,765,ids,10,3
6.8,9.1,4.0,high,0.58,0,1311,ids,12,3
7.9,6.7,2.1,medium,0.49,1,1834,printer,1,3
4.1,6.4,9.9,medium,0.76,1,1044,printer,1,3
5.8,9.7,8.6,critical,0.72,1,915,printer,11,4
3.4,1.2,2.9,low,0.39,0,181,printer,11,1
4.6,4.0,1.8,critical,0.12,1,1532,server,5,2
3.1,1.2,4.6,low,0.93,0,1177,server,9,2
8.7,4.1,7.1,high,0.8,0,1898,printer,1,3
5.1,2.4,4.0,low,0.52,1,858,server,6,2
3.1,6.8,4.4,medium,0.98,1,184,firewall,7,3
7.9,3.2,9.4,critical,0.11,1,297,ids,12,3
2.7,4.4,7.2,low,0.23,0,916,firewall,5,1
4.0,7.3,9.2,critical,0.51,0,568,ids,10,2
5.4,3.5,9.3,high,0.11,1,93,workstation,12,2
4.7,2.1,5.3,critical,0.23,0,954,firewall,5,1
7.8,1.2,6.7,high,0.75,0,1177,server,11,3
4.6,7.3,9.3,high,0.4,1,1428,workstation,12,3
3.5,5.5,2.3,medium,0.12,0,1221,printer,6,1
4.8,9.8,1.7,high,0.66,0,1315,workstation,0,2
4.0,1.7,5.3,high,0.94,1,966,workstation,7,2
3.2,3.0,2.5,high,0.32,0,508,workstation,12,1
2.2,3.9,2.3,medium,0.63,0,1926,printer,7,1
2.0,2.4,5.9,low,0.76,1,1088,server,8,2
8.0,3.9,7.0,medium,0.32,0,1122,ids,3,3
7.9,9.8,6.8,high,0.64,1,1274,ids,3,4
7.5,2.7,2.8,low,0.47,0,665,workstation,1,2
3.8,9.8,4.8,critical,0.77,1,1905,firewall,12,3
2.8,8.1,5.2,medium,0.29,0,1059,firewall,12,2
2.8,4.6,1.5,low,0.69,1,852,ids,4,2
9.0,8.5,8.2,critical,0.62,0,114,firewall,0,4
6.4,1.8,7.3,critical,0.28,0,185,ids,3,2
5.5,2.3,9.7,medium,0.36,0,767,printer,9,2
3.9,8.8,3.6,critical,0.49,1,113,printer,8,3
10.0,7.3,3.6,critical,0.99,0,1391,workstation,10,4
8.5,4.4,6.5,critical,0.99,0,1898,firewall,8,3
5.2,5.5,3.6,critical,0.11,1,822,server,1,2
4.2,8.6,7.2,low,0.25,1,1953,server,9,3
8.5,2.0,1.7,critical,0.33,0,1335,ids,0,2
5.1,2.4,8.3,low,0.65,1,787,ids,9,3
2.8,6.5,6.7,medium,0.11,1,317,workstation,3,2
2.1,8.6,2.7,low,0.96,0,353,workstation,11,2
2.7,4.1,1.3,high,0.59,1,1739,workstation,10,2
3.9,4.5,4.0,high,0.66,0,577,ids,3,2
3.7,5.5,5.7,medium,0.14,1,1062,ids,11,2
5.1,9.6,3.0,low,0.17,0,1887,server,9,2
6.3,5.0,4.4,critical,0.85,0,1022,firewall,4,3
2.2,7.7,6.7,high,0.39,0,1908,firewall,8,2
6.3,1.2,3.2,medium,0.13,0,1769,workstation,3,1
8.6,1.4,9.8,medium,0.57,1,1132,workstation,8,3
8.2,9.4,7.9,low,0.76,1,1074,firewall,12,4
8.1,2.3,9.6,high,0.93,0,867,workstation,11,3
3.3,1.4,1.9,low,0.36,1,1315,ids,2,1
6.6,3.4,2.0,critical,0.63,0,1783,workstation,2,2
9.1,3.4,3.5,low,0.8,1,1115,server,8,3
6.5,7.0,9.5,high,0.93,1,1140,printer,3,4
6.7,7.0,3.8,low,0.95,0,1933,firewall,8,3
2.1,6.5,8.9,low,0.11,1,282,firewall,5,2
9.4,5.9,8.3,high,0.52,1,1921,firewall,0,4
3.9,8.7,6.5,high,0.56,1,1562,firewall,3,3
2.3,1.4,2.2,critical,0.2,1,1307,ids,9,1
3.1,9.4,8.1,high,0.47,1,1312,server,2,3
3.8,7.4,8.5,critical,0.32,1,978,firewall,8,3
3.5,5.3,7.6,low,0.54,1,1257,printer,11,3
2.2,5.3,3.1,critical,0.23,1,135,ids,2,2
4.5,4.3,3.7,low,0.2,0,1874,server,1,1
8.5,1.5,8.0,critical,0.91,1,1083,firewall,9,4
5.1,4.3,1.0,high,0.85,0,1886,server,0,2
4.2,10.0,9.7,low,0.52,0,1854,server,1,3
5.7,2.4,7.4,high,0.58,1,1847,ids,11,3
4.8,8.8,4.3,high,0.91,1,99,ids,7,3
5.9,9.6,3.4,critical,0.19,0,1665,printer,0,2
7.1,1.0,8.6,medium,0.22,0,1886,server,5,2
8.8,5.4,3.4,high,0.7,0,1368,server,12,3
8.4,9.1,5.7,high,0.38,1,963,ids,7,4
8.8,8.8,7.6,high,0.57,0,1604,server,9,3
4.7,9.0,6.7,critical,0.88,1,416,server,3,3
7.5,3.7,8.3,critical,0.16,0,1398,ids,11,2
9.6,4.7,7.9,high,0.47,0,1922,firewall,4,3
3.1,1.1,6.3,medium,0.98,1,1300,workstation,11,2
2.9,2.9,9.2,medium,0.85,0,385,ids,7,2
5.3,7.6,4.4,medium,0.15,0,204,workstation,4,2
5.3,2.3,5.6,high,0.45,1,59,workstation,7,2
2.8,10.0,6.1,medium,0.7,1,382,server,6,3
8.6,3.0,7.7,critical,0.86,1,212,firewall,6,4
2.6,1.6,9.2,critical,0.66,1,688,ids,1,2
6.0,8.5,7.4,medium,0.98,1,1549,firewall,1,4
9.7,3.3,5.6,medium,0.54,1,286,ids,12,3
2.2,8.4,8.9,low,0.14,0,1621,server,4,2
9.4,7.1,4.5,medium,0.43,0,201,workstation,6,3
8.4,8.3,6.3,high,0.45,1,1065,firewall,10,4
9.1,8.1,4.1,medium,0.42,1,932,workstation,2,3
4.9,9.5,8.3,low,0.63,0,699,workstation,3,3
5.6,7.0,6.9,critical,0.64,1,225,printer,4,3
5.0,2.2,9.0,critical,0.91,1,515,server,3,3
5.6,3.2,8.5,high,0.47,0,1518,printer,1,2
2.1,8.9,1.5,critical,0.82,1,634,workstation,9,2
3.7,6.3,6.5,low,0.25,0,1182,ids,10,2
7.8,6.6,8.6,critical,0.42,0,585,server,9,3
9.9,2.1,7.4,medium,0.46,0,303,workstation,2,3
9.9,3.9,3.1,medium,0.83,1,1353,server,7,4
5.2,9.6,8.5,low,0.21,1,338,firewall,1,3
4.6,4.4,5.9,medium,0.67,1,231,workstation,12,3
4.2,5.2,7.1,high,0.55,1,1022,server,2,3
2.1,3.1,2.0,medium,0.31,1,331,workstation,1,1
